,input,output,gold,prefix
283,The quality of the evidence is generally poor.,The evidence is very deficient.,"On another level, the quality of studies is generally poor and we could wish for more consistency in study design, and especially in study reporting, which should include the outcome of pain reduced to tolerable levels – no worse than mild pain – so that people with cancer are not bothered by pain.",Simplify sentence: 
284,To determine the effectiveness of blunt needles compared to sharp needles for preventing percutaneous exposure incidents among surgical staff.,An investigation into blunt needles compared to sharp needles for preventing percutaneous exposure incidents among surgical staff.,The use of blunt needles is proposed to prevent needle stick injuries.,Simplify sentence: 
285,"We found low-quality evidence that RIC may reduce the risk of recurrent stroke in participants with intracerebral artery stenosis and reduce stroke severity in participants undergoing carotid stenting, but it may increase death or dependence in participants with acute ischaemic stroke who are undergoing intravenous thrombolysis.","Low-quality evidence suggested that IRP may reduce the risk of recurrent stroke in participants with intracerebral artery stenosis and reduce stroke severity in participants undergoing carotid stenting, but may increase death or dependence in participants with acute ischaemic stroke.","There is low-quality evidence which suggests that RIC may help prevent recurrent stroke in people with narrowed arteries in the brain, and may increase death or dependency in people with acute ischaemic stroke who received clot dissolving medication.",Simplify sentence: 
286,Previous studies have established the role of thrombolytic agents (TLA) in the prevention of catheter malfunction.,Previous studies have established the role of thrombolytic agents (TLA) in the prevention of catheter malfunction.,Medications such as alteplase have a recognised role in preventing line dysfunction but the best approach to treating established line dysfunction has not been found.,Simplify sentence: 
287,"We identified 10 trials from the search, with a total of 599 anorexia nervosa participants, and included them in the review.","We searched 10 trials, with a total of 599 anorexia nervosa participants.",We included 10 trials that covered 599 people with anorexia nervosa.,Simplify sentence: 
288,"Cardiovascular disease (CVD) is the most frequent cause of death in people with early stages of chronic kidney disease (CKD), for whom the absolute risk of cardiovascular events is similar to people who have existing coronary artery disease.",cardiovascular disease is the most prevalent cause of death in people with early stages of chronic kidney disease.,"In these people, statin treatment reduced risks of heart attack by half.",Simplify sentence: 
289,"Pressure ulcers, also known as bed sores, pressure sores or decubitus ulcers develop as a result of a localised injury to the skin or underlying tissue, or both.","Pressure ulcers, also known as bed sores, pressure sores or decubitus ulcers develop as a result of a localised injury to the skin or underlying tissue, or both.","Pressure ulcers are also known as bed sores, pressure sores or decubitus ulcers.",Simplify sentence: 
290,"None of the included trials reported on adverse events, costs or occurrence of type 2 diabetes.",One of the included trials had none of the following adverse events.,None of the included studies reported on adverse events.,Simplify sentence: 
291,"We searched the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE, EMBASE, and Science Citation Index Expanded to May 2013.","Cochrane Central Register of Controlled Trials (CENTRAL) was searched through its MEDLINE, EMBASE and Science Citation Index Expanded to May 2013.",Two review authors searched the medical literature available to May 2013 and obtained the information from the identified trials.,Simplify sentence: 
292,To assess the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents treated in an outpatient setting.,A meta-analysis to evaluate the effectiveness of specific individual psychological therapies for anorexia nervosa in adults or older adolescents treated in an outpatient setting.,This review aimed to assess evidence about the effects of individual psychological therapy (therapy provided to one person as opposed to a group) delivered in outpatient settings to older adolescents and adults with anorexia nervosa.,Simplify sentence: 
293,"There is uncertainty surrounding the relative effects of short-term antibiotics compared with a single dose (220 participants; RR 0.34, 95% CI 0.09 to 1.22; low-quality evidence).","The relative effects of short-term antibiotics were low in the study of 2,201 participants.","Overall, long-term antibiotics reduce the risk of SSI, and there is uncertainty regarding the effects of receiving one dose of antibiotics preoperatively versus short term antibiotics.",Simplify sentence: 
294,"Owing to the risk of bias and limitations of studies, notably small sample sizes, we can draw no specific conclusions about the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents.","While there is a risk of bias and limitations of studies, notably small sample sizes, we can draw no specific conclusions about the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents.","Because of the risk of bias and limitations of studies, notably small sample sizes, we can draw no specific conclusions about the effects of specific individual psychological therapies for anorexia nervosa in adults or older adolescents.",Simplify sentence: 
